Date,EquipmentID,UsageHours,Temperature,Vibration,Pressure,Failure
2025-07-10 05:59:38,Fan1,11.59,58.83,0.0092,103.55,0
2025-07-10 06:29:38,Pump2,8.81,64.92,0.0116,105.66,0
2025-07-10 06:59:38,Compressor2,7.05,76.59,0.0182,127.18,0
2025-07-10 07:29:38,Compressor2,4.84,70.77,0.0191,117.9,0
2025-07-10 07:59:38,Compressor2,11.79,96.27,0.0718,151.97,1
2025-07-10 08:29:38,Compressor2,10.74,77.91,0.0143,113.27,0
2025-07-10 08:59:38,Pump1,9.83,66.01,0.0208,107.1,0
2025-07-10 09:29:38,Pump1,1.08,66.56,0.0208,113.43,0
2025-07-10 09:59:38,Pump1,9.16,67.96,0.0142,115.59,0
2025-07-10 10:29:38,Fan1,3.77,61.99,0.0107,105.28,0
2025-07-10 10:59:38,Compressor1,6.88,72.6,0.0172,123.18,0
2025-07-10 11:29:38,Pump1,8.54,64.59,0.0184,107.57,0
2025-07-10 11:59:38,Pump1,5.3,67.4,0.0189,104.37,0
2025-07-10 12:29:38,Fan1,2.56,65.52,0.0062,111.83,0
2025-07-10 12:59:38,Pump2,5.54,68.78,0.0155,106.98,0
2025-07-10 13:29:38,Pump2,1.6,68.8,0.0168,112.19,0
2025-07-10 13:59:38,Pump1,11.47,67.07,0.0105,109.8,0
2025-07-10 14:29:38,Pump2,4.36,66.63,0.0135,110.38,0
2025-07-10 14:59:38,Pump1,8.05,64.95,0.0187,111.44,0
2025-07-10 15:29:38,Compressor1,2.93,73.8,0.0209,118.6,0
2025-07-10 15:59:38,Fan1,10.81,64.65,0.0133,110.87,0
2025-07-10 16:29:38,Pump2,11.99,71.84,0.0143,109.0,0
2025-07-10 16:59:38,Fan1,5.0,78.67,0.0776,134.36,1
2025-07-10 17:29:38,Pump2,7.23,71.72,0.0093,108.72,0
2025-07-10 17:59:38,Pump1,5.06,63.17,0.0182,105.16,0
2025-07-10 18:29:38,Compressor1,2.14,76.32,0.0136,123.98,0
2025-07-10 18:59:38,Compressor2,8.19,69.72,0.0205,121.73,0
2025-07-10 19:29:38,Fan1,10.76,90.49,0.0557,124.94,1
2025-07-10 19:59:38,Compressor2,4.98,70.29,0.015,118.92,0
2025-07-10 20:29:38,Compressor1,8.12,71.55,0.0168,122.24,0
2025-07-10 20:59:38,Compressor2,3.84,72.18,0.0215,115.62,0
2025-07-10 21:29:38,Fan1,6.19,62.64,0.0076,106.85,0
2025-07-10 21:59:38,Pump2,8.54,68.71,0.0116,106.32,0
2025-07-10 22:29:38,Pump1,5.62,62.19,0.0177,111.35,0
2025-07-10 22:59:38,Compressor2,2.43,74.85,0.0194,122.21,0
2025-07-10 23:29:38,Compressor2,5.72,71.43,0.0259,121.83,0
2025-07-10 23:59:38,Compressor2,3.56,67.25,0.0194,119.59,0
2025-07-11 00:29:38,Pump1,8.2,66.2,0.0108,103.16,0
2025-07-11 00:59:38,Fan1,7.73,59.95,0.0078,109.38,0
2025-07-11 01:29:38,Pump2,4.37,68.07,0.0173,110.52,0
2025-07-11 01:59:38,Pump2,3.36,65.59,0.017,108.5,0
2025-07-11 02:29:38,Pump2,10.06,67.34,0.0128,111.89,0
2025-07-11 02:59:38,Compressor2,7.75,70.2,0.0196,129.43,0
2025-07-11 03:29:38,Compressor1,9.84,67.99,0.0178,122.49,0
2025-07-11 03:59:38,Pump2,11.73,66.46,0.0131,113.24,0
2025-07-11 04:29:38,Pump2,1.99,69.95,0.0202,105.12,0
2025-07-11 04:59:38,Fan1,5.44,78.46,0.062,128.81,1
2025-07-11 05:29:38,Compressor2,11.52,73.07,0.0251,125.49,0
2025-07-11 05:59:38,Compressor2,9.53,75.25,0.0203,118.45,0
2025-07-11 06:29:38,Compressor1,3.53,76.92,0.0251,119.19,0
2025-07-11 06:59:38,Pump2,4.76,63.36,0.0127,111.02,0
2025-07-11 07:29:38,Pump2,6.49,71.78,0.0194,112.55,0
2025-07-11 07:59:38,Pump2,2.32,72.88,0.0138,109.84,0
2025-07-11 08:29:38,Pump1,10.88,69.9,0.0122,106.43,0
2025-07-11 08:59:38,Compressor2,1.6,70.28,0.0175,121.44,0
2025-07-11 09:29:38,Pump2,4.47,90.83,0.0561,122.2,1
2025-07-11 09:59:38,Fan1,3.61,63.8,0.0075,108.88,0
2025-07-11 10:29:38,Fan1,7.29,62.89,0.0119,109.65,0
2025-07-11 10:59:38,Compressor2,11.55,74.12,0.0162,116.25,0
2025-07-11 11:29:38,Compressor2,3.76,68.87,0.0149,117.98,0
2025-07-11 11:59:38,Fan1,4.68,62.56,0.0142,106.4,0
2025-07-11 12:29:38,Pump1,7.35,66.63,0.0203,110.05,0
2025-07-11 12:59:38,Compressor2,5.19,73.17,0.0195,122.85,0
2025-07-11 13:29:38,Fan1,10.98,60.5,0.0092,108.81,0
2025-07-11 13:59:38,Compressor2,10.49,74.07,0.0214,119.24,0
2025-07-11 14:29:38,Pump1,9.18,62.65,0.0121,105.19,0
2025-07-11 14:59:38,Compressor1,9.41,70.71,0.0125,120.35,0
2025-07-11 15:29:38,Fan1,2.39,57.96,0.0077,107.04,0
2025-07-11 15:59:38,Compressor1,7.03,75.55,0.024,126.35,0
2025-07-11 16:29:38,Compressor2,11.0,69.52,0.0181,119.56,0
2025-07-11 16:59:38,Pump2,10.33,65.8,0.0071,116.61,0
2025-07-11 17:29:38,Compressor1,7.57,71.0,0.0202,126.75,0
2025-07-11 17:59:38,Pump2,5.16,64.58,0.0148,111.25,0
2025-07-11 18:29:38,Fan1,5.54,58.39,0.0098,111.93,0
2025-07-11 18:59:38,Fan1,2.67,59.6,0.0137,105.54,0
2025-07-11 19:29:38,Compressor1,6.43,72.53,0.0197,119.79,0
2025-07-11 19:59:38,Pump1,1.62,62.78,0.0175,112.86,0
2025-07-11 20:29:38,Compressor1,3.74,74.39,0.0181,120.45,0
2025-07-11 20:59:38,Pump1,8.5,65.94,0.0199,107.02,0
2025-07-11 21:29:38,Compressor2,4.96,70.54,0.0236,116.24,0
2025-07-11 21:59:38,Pump1,9.68,81.51,0.0735,125.7,1
2025-07-11 22:29:38,Compressor2,6.5,68.17,0.0265,119.3,0
2025-07-11 22:59:38,Fan1,2.38,66.95,0.0135,112.63,0
2025-07-11 23:29:38,Compressor1,8.97,70.41,0.0169,119.45,0
2025-07-11 23:59:38,Compressor1,9.06,72.4,0.0202,119.05,0
2025-07-12 00:29:38,Pump2,5.99,66.97,0.0194,113.6,0
2025-07-12 00:59:38,Fan1,8.24,62.99,0.0086,110.25,0
2025-07-12 01:29:38,Compressor2,2.06,66.85,0.0226,116.11,0
2025-07-12 01:59:38,Pump1,10.2,67.35,0.0134,109.5,0
2025-07-12 02:29:38,Compressor2,8.21,76.63,0.0149,126.52,0
2025-07-12 02:59:38,Compressor1,7.79,76.68,0.0256,112.25,0
2025-07-12 03:29:38,Compressor2,3.08,67.0,0.0233,118.63,0
2025-07-12 03:59:38,Compressor1,8.42,73.62,0.0195,123.47,0
2025-07-12 04:29:38,Compressor2,5.87,69.45,0.0205,125.25,0
2025-07-12 04:59:38,Compressor1,7.0,75.24,0.0202,116.41,0
2025-07-12 05:29:38,Compressor1,1.18,71.36,0.0114,121.3,0
2025-07-12 05:59:38,Fan1,4.04,59.82,0.0153,107.6,0
2025-07-12 06:29:38,Fan1,3.75,58.57,0.0092,112.1,0
2025-07-12 06:59:38,Pump1,10.08,69.19,0.0206,107.9,0
2025-07-12 07:29:38,Compressor2,4.68,70.76,0.0262,122.91,0
2025-07-12 07:59:38,Compressor2,1.6,74.22,0.0219,120.87,0
2025-07-12 08:29:38,Pump2,5.9,64.58,0.0146,107.96,0
2025-07-12 08:59:38,Pump2,7.03,65.44,0.0143,114.34,0
2025-07-12 09:29:38,Compressor1,3.16,74.6,0.0178,119.33,0
2025-07-12 09:59:38,Fan1,5.55,60.87,0.0092,106.49,0
2025-07-12 10:29:38,Pump2,5.86,66.52,0.0185,113.3,0
2025-07-12 10:59:38,Pump1,11.19,67.47,0.0075,116.35,0
2025-07-12 11:29:38,Compressor1,3.33,74.01,0.0187,124.24,0
2025-07-12 11:59:38,Pump1,3.81,64.11,0.0198,109.17,0
2025-07-12 12:29:38,Pump1,11.04,61.5,0.0146,114.81,0
2025-07-12 12:59:38,Compressor1,6.33,69.01,0.0197,128.61,0
2025-07-12 13:29:38,Pump1,6.39,60.63,0.0199,107.54,0
2025-07-12 13:59:38,Compressor2,5.26,74.37,0.0192,120.74,0
2025-07-12 14:29:38,Fan1,5.2,65.53,0.0119,103.29,0
2025-07-12 14:59:38,Pump2,5.94,68.02,0.0141,112.84,0
2025-07-12 15:29:38,Pump2,2.49,69.9,0.0138,113.77,0
2025-07-12 15:59:38,Fan1,3.03,56.82,0.0064,108.99,0
2025-07-12 16:29:38,Compressor1,8.01,67.89,0.02,121.78,0
2025-07-12 16:59:38,Compressor2,7.56,69.39,0.0177,123.81,0
2025-07-12 17:29:38,Compressor2,5.26,69.31,0.0193,116.07,0
2025-07-12 17:59:38,Fan1,3.23,62.36,0.012,109.45,0
2025-07-12 18:29:38,Fan1,9.54,67.04,0.0141,107.18,0
2025-07-12 18:59:38,Compressor2,9.66,72.61,0.0229,121.81,0
2025-07-12 19:29:38,Compressor2,5.26,76.25,0.0224,114.55,0
2025-07-12 19:59:38,Fan1,1.6,59.15,0.0122,109.07,0
2025-07-12 20:29:38,Pump1,7.01,63.92,0.0119,114.12,0
2025-07-12 20:59:38,Pump2,8.13,66.86,0.0136,105.88,0
2025-07-12 21:29:38,Fan1,11.73,57.04,0.0116,107.12,0
2025-07-12 21:59:38,Fan1,10.56,64.34,0.0103,104.37,0
2025-07-12 22:29:38,Compressor1,11.56,95.49,0.0463,144.74,1
2025-07-12 22:59:38,Compressor1,3.62,72.41,0.0143,122.15,0
2025-07-12 23:29:38,Pump2,10.02,67.02,0.0097,110.73,0
2025-07-12 23:59:38,Pump1,11.12,67.59,0.0151,109.69,0
2025-07-13 00:29:38,Compressor2,9.24,69.12,0.0228,124.86,0
2025-07-13 00:59:38,Pump1,6.18,71.68,0.0164,105.55,0
2025-07-13 01:29:38,Pump2,7.92,67.8,0.0134,115.83,0
2025-07-13 01:59:38,Fan1,7.33,65.23,0.013,106.55,0
2025-07-13 02:29:38,Compressor1,8.79,68.21,0.013,122.69,0
2025-07-13 02:59:38,Pump2,4.67,70.15,0.0151,107.55,0
2025-07-13 03:29:38,Pump1,1.07,64.83,0.0168,109.55,0
2025-07-13 03:59:38,Pump2,6.27,61.71,0.0148,112.31,0
2025-07-13 04:29:38,Compressor2,11.21,75.59,0.0201,125.52,0
2025-07-13 04:59:38,Pump1,10.77,69.26,0.0147,110.21,0
2025-07-13 05:29:38,Compressor2,7.55,77.01,0.0224,117.88,0
2025-07-13 05:59:38,Compressor1,10.12,69.15,0.0212,118.08,0
2025-07-13 06:29:38,Pump2,6.31,67.26,0.0179,107.38,0
2025-07-13 06:59:38,Fan1,11.32,57.18,0.014,110.79,0
2025-07-13 07:29:38,Compressor2,10.33,67.85,0.0212,112.25,0
2025-07-13 07:59:38,Fan1,3.31,57.69,0.0118,111.52,0
2025-07-13 08:29:38,Fan1,7.85,57.81,0.0074,103.35,0
2025-07-13 08:59:38,Fan1,10.81,59.11,0.0043,109.81,0
2025-07-13 09:29:38,Compressor1,7.56,71.38,0.0209,117.46,0
2025-07-13 09:59:38,Pump2,11.71,68.27,0.0134,113.02,0
2025-07-13 10:29:38,Compressor1,9.43,72.62,0.0153,125.0,0
2025-07-13 10:59:38,Fan1,9.68,61.24,0.0074,109.65,0
2025-07-13 11:29:38,Compressor1,7.32,74.28,0.0195,115.93,0
2025-07-13 11:59:38,Pump1,5.55,69.4,0.0191,108.69,0
2025-07-13 12:29:38,Compressor2,4.76,69.1,0.0262,122.98,0
2025-07-13 12:59:38,Compressor1,2.07,67.64,0.0202,119.09,0
2025-07-13 13:29:38,Compressor2,8.26,76.97,0.0219,123.25,0
2025-07-13 13:59:38,Pump1,4.21,68.39,0.0139,112.67,0
2025-07-13 14:29:38,Fan1,11.07,65.44,0.0135,110.32,0
2025-07-13 14:59:38,Fan1,1.01,63.47,0.0093,110.72,0
2025-07-13 15:29:38,Compressor1,5.21,74.25,0.0202,118.14,0
2025-07-13 15:59:38,Compressor1,4.17,72.02,0.0147,120.55,0
2025-07-13 16:29:38,Compressor1,2.51,76.41,0.0279,117.5,0
2025-07-13 16:59:38,Compressor2,5.95,67.19,0.0209,121.67,0
2025-07-13 17:29:38,Pump2,7.34,64.85,0.013,113.85,0
2025-07-13 17:59:38,Pump1,11.82,64.84,0.0135,118.07,0
2025-07-13 18:29:38,Compressor1,8.52,73.95,0.0225,125.35,0
2025-07-13 18:59:38,Pump1,9.07,70.77,0.0175,108.72,0
2025-07-13 19:29:38,Compressor2,1.68,71.62,0.0187,124.7,0
2025-07-13 19:59:38,Compressor2,1.85,66.51,0.0208,114.45,0
2025-07-13 20:29:38,Pump1,8.25,65.3,0.0205,111.04,0
2025-07-13 20:59:38,Compressor2,2.6,72.4,0.0184,118.97,0
2025-07-13 21:29:38,Pump2,7.36,64.67,0.0149,109.41,0
2025-07-13 21:59:38,Compressor1,9.28,70.5,0.0197,123.28,0
2025-07-13 22:29:38,Compressor1,8.46,69.83,0.0206,122.81,0
2025-07-13 22:59:38,Compressor1,3.97,71.2,0.0222,117.5,0
2025-07-13 23:29:38,Pump2,4.71,66.12,0.0161,108.66,0
2025-07-13 23:59:38,Pump1,4.87,64.76,0.0115,113.19,0
2025-07-14 00:29:38,Compressor2,8.02,70.49,0.0262,123.32,0
2025-07-14 00:59:38,Compressor2,3.03,75.99,0.0135,115.5,0
2025-07-14 01:29:38,Compressor1,3.83,72.03,0.0182,122.96,0
2025-07-14 01:59:38,Fan1,6.41,65.89,0.006,107.97,0
2025-07-14 02:29:38,Compressor1,8.87,66.61,0.022,123.71,0
2025-07-14 02:59:38,Compressor1,8.31,71.07,0.0246,126.22,0
2025-07-14 03:29:38,Compressor1,9.94,69.91,0.0181,124.56,0
2025-07-14 03:59:38,Pump1,8.5,68.74,0.0222,106.22,0
2025-07-14 04:29:38,Fan1,8.13,56.08,0.0088,108.47,0
2025-07-14 04:59:38,Pump1,7.96,65.18,0.0114,107.89,0
2025-07-14 05:29:38,Compressor1,6.5,73.89,0.0267,118.84,0
2025-07-14 05:59:38,Fan1,9.88,63.68,0.0087,108.07,0
2025-07-14 06:29:38,Compressor2,6.38,96.75,0.0695,137.68,1
2025-07-14 06:59:38,Pump2,10.03,65.26,0.0187,111.49,0
2025-07-14 07:29:38,Pump1,9.85,69.76,0.0213,108.95,0
2025-07-14 07:59:38,Compressor2,3.35,70.04,0.0147,124.49,0
2025-07-14 08:29:38,Pump2,11.18,65.26,0.0182,110.67,0
2025-07-14 08:59:38,Pump1,11.19,70.31,0.0099,106.93,0
2025-07-14 09:29:38,Compressor1,6.75,77.33,0.0179,118.94,0
2025-07-14 09:59:38,Compressor1,4.31,73.64,0.0134,127.82,0
2025-07-14 10:29:38,Compressor2,3.41,72.46,0.0208,118.83,0
2025-07-14 10:59:38,Compressor1,1.59,69.94,0.0146,126.39,0
2025-07-14 11:29:38,Compressor1,2.93,68.52,0.0193,128.36,0
2025-07-14 11:59:38,Compressor2,10.88,69.81,0.017,121.62,0
2025-07-14 12:29:38,Pump2,6.33,63.7,0.0162,109.89,0
2025-07-14 12:59:38,Pump2,3.97,63.29,0.0131,107.55,0
2025-07-14 13:29:38,Compressor1,10.75,74.28,0.0178,119.4,0
2025-07-14 13:59:38,Compressor2,6.38,75.86,0.0186,123.24,0
2025-07-14 14:29:38,Pump2,11.2,69.09,0.0177,107.15,0
2025-07-14 14:59:38,Compressor1,5.34,75.73,0.0168,119.58,0
2025-07-14 15:29:38,Pump1,4.94,72.44,0.0104,108.86,0
2025-07-14 15:59:38,Compressor1,6.0,78.15,0.0217,116.82,0
2025-07-14 16:29:38,Compressor1,5.23,74.17,0.0134,123.8,0
2025-07-14 16:59:38,Compressor2,1.89,74.52,0.0194,127.07,0
2025-07-14 17:29:38,Pump1,5.02,65.43,0.0105,113.16,0
2025-07-14 17:59:38,Fan1,11.33,64.4,0.0054,110.04,0
2025-07-14 18:29:38,Fan1,1.6,64.3,0.01,110.19,0
2025-07-14 18:59:38,Compressor2,7.83,77.28,0.0228,121.09,0
2025-07-14 19:29:38,Compressor1,11.54,66.31,0.0158,114.18,0
2025-07-14 19:59:38,Pump2,11.67,64.48,0.0148,108.04,0
2025-07-14 20:29:38,Fan1,10.18,59.12,0.0078,112.01,0
2025-07-14 20:59:38,Compressor1,5.9,70.1,0.0243,122.31,0
2025-07-14 21:29:38,Compressor1,2.63,74.92,0.0188,122.27,0
2025-07-14 21:59:38,Pump2,8.33,68.04,0.014,111.14,0
2025-07-14 22:29:38,Fan1,8.32,58.7,0.0078,113.49,0
2025-07-14 22:59:38,Pump1,2.6,68.38,0.0103,112.16,0
2025-07-14 23:29:38,Fan1,11.67,67.14,0.0101,113.76,0
2025-07-14 23:59:38,Compressor1,1.44,67.94,0.0123,121.07,0
2025-07-15 00:29:38,Fan1,7.42,63.34,0.0056,106.29,0
2025-07-15 00:59:38,Compressor1,5.34,74.54,0.0247,123.1,0
2025-07-15 01:29:38,Compressor1,5.1,68.3,0.0274,121.56,0
2025-07-15 01:59:38,Compressor1,2.8,77.42,0.021,119.21,0
2025-07-15 02:29:38,Compressor2,10.54,65.52,0.0208,121.99,0
2025-07-15 02:59:38,Compressor1,6.08,76.73,0.0153,118.92,0
2025-07-15 03:29:38,Compressor1,4.34,68.35,0.0195,121.03,0
2025-07-15 03:59:38,Compressor1,2.97,70.46,0.0179,119.81,0
2025-07-15 04:29:38,Pump1,5.8,69.39,0.0177,112.53,0
2025-07-15 04:59:38,Compressor2,2.61,69.99,0.0165,118.35,0
2025-07-15 05:29:38,Fan1,1.85,60.62,0.0109,110.3,0
2025-07-15 05:59:38,Fan1,4.31,66.05,0.0087,110.54,0
2025-07-15 06:29:38,Pump1,5.53,62.43,0.011,113.31,0
2025-07-15 06:59:38,Compressor2,6.85,75.27,0.0202,120.53,0
2025-07-15 07:29:38,Pump2,4.99,72.97,0.0156,110.46,0
2025-07-15 07:59:38,Fan1,10.42,57.29,0.0089,103.69,0
2025-07-15 08:29:38,Pump1,1.47,67.12,0.0173,109.99,0
2025-07-15 08:59:38,Fan1,2.06,60.38,0.0095,102.48,0
2025-07-15 09:29:38,Pump1,11.44,62.14,0.0178,116.52,0
2025-07-15 09:59:38,Compressor2,6.82,72.57,0.0206,125.44,1
2025-07-15 10:29:38,Pump1,6.22,67.34,0.0198,111.26,0
2025-07-15 10:59:38,Compressor1,9.38,71.43,0.0203,119.36,0
2025-07-15 11:29:38,Fan1,2.27,63.46,0.0057,110.46,0
2025-07-15 11:59:38,Compressor2,10.42,73.99,0.0284,118.71,0
2025-07-15 12:29:38,Compressor1,8.44,72.85,0.0205,124.11,0
2025-07-15 12:59:38,Pump2,7.54,61.68,0.0215,110.46,0
2025-07-15 13:29:38,Compressor2,11.38,74.4,0.0262,127.52,0
2025-07-15 13:59:38,Pump2,6.47,66.0,0.0087,104.88,0
2025-07-15 14:29:38,Pump1,2.68,66.92,0.0107,114.05,0
2025-07-15 14:59:38,Compressor1,3.88,72.81,0.022,123.55,0
2025-07-15 15:29:38,Compressor1,10.38,71.64,0.0136,121.02,0
2025-07-15 15:59:38,Pump2,6.36,68.67,0.0134,113.95,0
2025-07-15 16:29:38,Compressor1,3.9,71.84,0.018,117.03,0
2025-07-15 16:59:38,Pump1,4.84,60.7,0.0145,112.76,0
2025-07-15 17:29:38,Fan1,3.69,63.77,0.0062,106.27,0
2025-07-15 17:59:38,Pump1,6.07,66.89,0.0144,107.13,0
2025-07-15 18:29:38,Compressor2,4.55,68.4,0.0197,119.29,0
2025-07-15 18:59:38,Fan1,3.22,64.11,0.0054,114.71,0
2025-07-15 19:29:38,Fan1,3.48,56.34,0.0157,104.88,0
2025-07-15 19:59:38,Pump1,4.82,70.31,0.0153,108.37,0
2025-07-15 20:29:38,Fan1,5.99,57.97,0.0056,110.92,0
2025-07-15 20:59:38,Compressor2,11.32,73.42,0.0241,126.86,0
2025-07-15 21:29:38,Compressor2,6.09,76.11,0.0177,119.32,0
2025-07-15 21:59:38,Pump1,4.16,69.62,0.0157,106.34,0
2025-07-15 22:29:38,Pump1,7.16,66.97,0.0139,107.76,0
2025-07-15 22:59:38,Fan1,8.09,65.84,0.0109,105.79,0
2025-07-15 23:29:38,Fan1,5.48,64.19,0.0089,114.81,0
2025-07-15 23:59:38,Pump2,2.33,66.38,0.0178,110.68,0
2025-07-16 00:29:38,Pump1,4.62,64.87,0.014,111.72,0
2025-07-16 00:59:38,Pump2,5.49,61.41,0.013,109.64,0
2025-07-16 01:29:38,Compressor2,10.67,70.62,0.0236,128.31,0
2025-07-16 01:59:38,Compressor2,1.6,69.98,0.0204,123.28,0
2025-07-16 02:29:38,Fan1,3.6,60.81,0.0148,111.77,0
2025-07-16 02:59:38,Fan1,3.31,63.2,0.013,109.04,0
2025-07-16 03:29:38,Compressor1,9.57,76.54,0.0212,114.29,0
2025-07-16 03:59:38,Pump1,4.87,71.78,0.0185,110.24,0
2025-07-16 04:29:38,Pump1,8.05,86.25,0.0537,130.95,1
2025-07-16 04:59:38,Pump1,10.14,68.05,0.0166,117.25,0
2025-07-16 05:29:38,Compressor1,7.52,73.57,0.013,115.65,0
2025-07-16 05:59:38,Compressor1,11.43,77.07,0.0249,120.04,0
2025-07-16 06:29:38,Pump2,7.8,63.1,0.0215,103.69,0
2025-07-16 06:59:38,Pump1,5.99,65.59,0.0162,112.53,0
2025-07-16 07:29:38,Fan1,10.42,65.02,0.0082,106.78,0
2025-07-16 07:59:38,Compressor1,3.59,72.66,0.016,127.24,0
2025-07-16 08:29:38,Compressor1,8.56,71.07,0.0201,121.11,0
2025-07-16 08:59:38,Pump1,4.9,66.01,0.0209,111.68,0
2025-07-16 09:29:38,Pump1,5.34,69.6,0.0164,109.09,0
2025-07-16 09:59:38,Compressor2,1.99,71.74,0.0165,118.81,0
2025-07-16 10:29:38,Compressor1,11.19,78.32,0.0243,125.3,0
2025-07-16 10:59:38,Fan1,6.4,62.4,0.0114,111.35,0
2025-07-16 11:29:38,Pump2,3.86,64.72,0.0168,108.85,0
2025-07-16 11:59:38,Fan1,2.24,62.45,0.0092,106.09,0
2025-07-16 12:29:38,Pump2,8.29,72.82,0.0136,113.0,0
2025-07-16 12:59:38,Pump1,4.62,69.67,0.012,105.56,0
2025-07-16 13:29:38,Pump1,10.14,68.99,0.0159,106.97,0
2025-07-16 13:59:38,Pump1,9.05,71.93,0.0192,106.73,0
2025-07-16 14:29:38,Fan1,11.47,60.47,0.0048,108.32,0
2025-07-16 14:59:38,Pump1,5.43,68.1,0.0099,107.97,0
2025-07-16 15:29:38,Fan1,2.06,62.36,0.0102,106.59,0
2025-07-16 15:59:38,Compressor2,7.75,71.13,0.0189,123.12,0
2025-07-16 16:29:38,Pump2,6.8,64.9,0.0165,111.86,0
2025-07-16 16:59:38,Fan1,10.26,58.6,0.0041,108.76,0
2025-07-16 17:29:38,Pump1,8.92,66.25,0.015,112.03,0
2025-07-16 17:59:38,Compressor1,1.92,68.16,0.0175,118.9,0
2025-07-16 18:29:38,Compressor2,9.91,71.43,0.0223,123.83,0
2025-07-16 18:59:38,Compressor1,2.89,74.15,0.018,119.16,0
2025-07-16 19:29:38,Compressor1,8.6,72.17,0.0256,119.01,0
2025-07-16 19:59:38,Pump2,10.45,66.2,0.0123,114.76,0
2025-07-16 20:29:38,Compressor2,6.21,67.2,0.0152,121.48,0
2025-07-16 20:59:38,Compressor1,4.24,67.64,0.0182,114.63,0
2025-07-16 21:29:38,Compressor1,7.55,74.51,0.0234,123.25,0
2025-07-16 21:59:38,Compressor2,3.55,71.98,0.0247,125.28,0
2025-07-16 22:29:38,Compressor1,8.11,74.95,0.0135,123.56,0
2025-07-16 22:59:38,Compressor1,4.73,72.94,0.0185,122.83,0
2025-07-16 23:29:38,Compressor1,9.08,78.42,0.0261,123.43,0
2025-07-16 23:59:38,Pump1,7.66,67.68,0.016,106.12,0
2025-07-17 00:29:38,Pump1,8.45,73.22,0.0139,110.26,0
2025-07-17 00:59:38,Pump1,3.84,66.9,0.0083,110.38,0
2025-07-17 01:29:38,Pump2,2.15,73.04,0.0204,114.78,0
2025-07-17 01:59:38,Pump1,2.12,69.1,0.0132,111.41,0
2025-07-17 02:29:38,Fan1,6.56,57.09,0.0099,106.87,0
2025-07-17 02:59:38,Pump2,3.7,65.72,0.0144,110.29,0
2025-07-17 03:29:38,Compressor1,9.29,69.06,0.0241,115.71,0
2025-07-17 03:59:38,Compressor1,11.38,78.13,0.0219,122.81,0
2025-07-17 04:29:38,Fan1,1.68,62.52,0.014,108.63,0
2025-07-17 04:59:38,Compressor2,8.71,77.91,0.0177,124.04,0
2025-07-17 05:29:38,Compressor2,8.08,74.23,0.0174,118.94,0
2025-07-17 05:59:38,Compressor1,6.91,76.31,0.0268,115.65,0
2025-07-17 06:29:38,Pump2,9.33,61.14,0.0178,111.36,0
2025-07-17 06:59:38,Fan1,1.66,64.73,0.0118,102.22,0
2025-07-17 07:29:38,Pump1,4.73,69.01,0.0162,107.05,0
2025-07-17 07:59:38,Compressor2,8.34,75.69,0.0145,117.23,0
2025-07-17 08:29:38,Pump1,4.97,68.02,0.0183,110.8,0
2025-07-17 08:59:38,Pump2,6.79,67.37,0.0137,107.54,0
2025-07-17 09:29:38,Compressor1,9.05,73.63,0.0219,125.77,0
2025-07-17 09:59:38,Compressor2,6.21,78.82,0.0151,120.21,0
2025-07-17 10:29:38,Compressor1,6.75,67.68,0.0177,116.53,0
2025-07-17 10:59:38,Pump2,10.84,62.94,0.0183,105.91,0
2025-07-17 11:29:38,Fan1,4.41,58.47,0.0063,110.69,0
2025-07-17 11:59:38,Pump2,5.95,71.86,0.0136,112.21,0
2025-07-17 12:29:38,Compressor1,1.5,71.0,0.0222,115.69,0
2025-07-17 12:59:38,Pump1,7.17,68.27,0.0149,113.4,0
2025-07-17 13:29:38,Pump1,6.53,93.64,0.0654,141.75,1
2025-07-17 13:59:38,Fan1,10.76,66.54,0.0093,109.46,0
2025-07-17 14:29:38,Pump1,6.81,63.13,0.0163,106.03,0
2025-07-17 14:59:38,Pump2,5.48,66.81,0.0103,105.26,0
2025-07-17 15:29:38,Compressor1,3.84,72.35,0.0128,123.39,0
2025-07-17 15:59:38,Pump2,2.27,67.04,0.0163,109.24,0
2025-07-17 16:29:38,Pump2,7.45,71.95,0.0124,108.42,0
2025-07-17 16:59:38,Compressor1,11.65,72.92,0.0236,117.2,0
2025-07-17 17:29:38,Compressor2,10.12,75.76,0.011,123.11,0
2025-07-17 17:59:38,Compressor2,10.27,73.1,0.0201,124.12,0
2025-07-17 18:29:38,Pump1,2.54,64.41,0.0136,107.5,0
2025-07-17 18:59:38,Fan1,11.78,62.86,0.014,108.33,0
2025-07-17 19:29:38,Compressor2,11.14,67.03,0.0202,113.82,0
2025-07-17 19:59:38,Compressor1,8.14,70.72,0.023,125.15,0
2025-07-17 20:29:38,Fan1,5.25,67.7,0.0131,106.68,0
2025-07-17 20:59:38,Pump2,4.09,65.9,0.0095,106.49,0
2025-07-17 21:29:38,Pump2,4.09,67.43,0.0126,107.0,0
2025-07-17 21:59:38,Compressor1,2.88,71.17,0.0192,121.22,0
2025-07-17 22:29:38,Compressor2,7.27,69.58,0.0179,115.46,0
2025-07-17 22:59:38,Compressor2,1.02,74.67,0.023,127.57,0
2025-07-17 23:29:38,Compressor1,4.98,73.63,0.0196,118.54,0
2025-07-17 23:59:38,Compressor1,10.68,74.82,0.0167,119.84,0
